product_name,brand,Category,city,order_date,month,retail_price,discounted_price,discount_pct,discount_band,price_band,units_sold,revenue,product_rating_clean,Rating_Status,,,,,
Timer TC_-_690143 Analog Watch  - For Boys,Unknown,Watches,Mumbai,12-04-2023,2023-04,1299,549,57.7,50%+,Mid (500-1500),85,4905,0,Not Rated,,,,,
NE Regular Fit Men's Jeans,Regular,Clothing,Chennai,06-04-2023,2023-04,4999,1899,62,50%+,Premium (1500-5000),464,28768,0,Not Rated,,,,,
Shuz Touch Boots,Unknown,Footwear,Mumbai,12-10-2023,2023-10,2995,2995,0,0-10%,Premium (1500-5000),245,0,0,Not Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Mumbai,08-05-2023,2023-05,2499,1149,54,50%+,Premium (1500-5000),278,15012,3.5,Rated,,,,,
"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys",Unknown,Watches,Pune,15-05-2023,2023-05,4999,1049,79,50%+,Premium (1500-5000),105,8295,5,Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Chennai,06-11-2023,2023-11,2299,899,60.9,50%+,Premium (1500-5000),224,13642,3.5,Rated,,,,,
Belle Gambe Boots,Unknown,Footwear,Mumbai,26-07-2023,2023-07,3999,1695,57.6,50%+,Premium (1500-5000),35,2016,0,Not Rated,,,,,
"Titan 1639SL03 Analog Watch  - For Boys, Men",Unknown,Watches,Mumbai,10-09-2023,2023-09,1795,1695,5.6,0-10%,Premium (1500-5000),483,2705,0,Not Rated,,,,,
Selfie Boots,Unknown,Footwear,Mumbai,25-07-2023,2023-07,1200,599,50.1,50%+,Mid (500-1500),182,9118,0,Not Rated,,,,,
Clincher Semonday Boots,Unknown,Footwear,Pune,09-04-2023,2023-04,3499,3499,0,0-10%,Premium (1500-5000),342,0,0,Not Rated,,,,,
"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",Unknown,Watches,Pune,20-07-2023,2023-07,799,200,75,50%+,Mid (500-1500),487,36525,5,Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Pune,08-09-2023,2023-09,2499,1149,54,50%+,Premium (1500-5000),454,24516,0,Not Rated,,,,,
"Q&Q VQ13-008 Analog Watch  - For Girls, Boys",Unknown,Watches,Delhi,11-10-2023,2023-10,585,526,10.1,10-30%,Mid (500-1500),296,2990,3.6,Rated,,,,,
Belle Gambe Boots,Unknown,Footwear,Mumbai,28-08-2023,2023-08,3499,1765,49.6,30-50%,Premium (1500-5000),186,9226,0,Not Rated,,,,,
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",Unknown,Watches,Delhi,13-08-2023,2023-08,1925,1829,5,0-10%,Premium (1500-5000),63,315,0,Not Rated,,,,,
Roxy Boots,Unknown,Footwear,Pune,21-12-2023,2023-12,19995,9997,50,30-50%,Luxury (5000+),209,10450,0,Not Rated,,,,,
Lee Men's Jeans,Unknown,Clothing,Chennai,05-08-2023,2023-08,2699,1619,40,30-50%,Premium (1500-5000),261,10440,0,Not Rated,,,,,
Bruno Manetti 676 Boots,Unknown,Footwear,Hyderabad,12-09-2023,2023-09,2999,1199,60,50%+,Premium (1500-5000),60,3600,0,Not Rated,,,,,
"Estilo 1056 Analog Watch  - For Boys, Men",Unknown,Watches,Mumbai,04-11-2023,2023-11,1299,299,77,50%+,Mid (500-1500),42,3234,0,Not Rated,,,,,
Jack klein BlackLed Digital Watch  - For Boys,Unknown,Watches,Hyderabad,01-04-2023,2023-04,999,150,85,50%+,Mid (500-1500),336,28560,1,Rated,,,,,
"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",Unknown,Watches,Mumbai,13-07-2023,2023-07,235,150,36.2,30-50%,Budget (<500),269,9738,2.3,Rated,,,,,
Shuz Touch Boots,Unknown,Footwear,Pune,27-09-2023,2023-09,1499,1270,15.3,10-30%,Mid (500-1500),31,474,0,Not Rated,,,,,
Foot Candy Boots,Unknown,Footwear,Pune,16-09-2023,2023-09,2899,1699,41.4,30-50%,Premium (1500-5000),352,14573,0,Not Rated,,,,,
Credos Boots,Unknown,Footwear,Chennai,05-08-2023,2023-08,4499,3499,22.2,10-30%,Premium (1500-5000),196,4351,0,Not Rated,,,,,
"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",Unknown,Watches,Hyderabad,16-10-2023,2023-10,999,149,85.1,50%+,Mid (500-1500),372,31657,0,Not Rated,,,,,
"Skmei AD1031-Black Formal Analog-Digital Watch  - For Men, Boys",Unknown,Watches,Pune,10-07-2023,2023-07,2499,1699,32,30-50%,Premium (1500-5000),470,15040,0,Not Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Pune,08-08-2023,2023-08,2799,1299,53.6,50%+,Premium (1500-5000),274,14686,0,Not Rated,,,,,
"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",Unknown,Watches,Pune,10-08-2023,2023-08,1395,350,74.9,50%+,Mid (500-1500),88,6591,0,Not Rated,,,,,
Anand Archies Boots,Unknown,Footwear,Chennai,27-12-2023,2023-12,499,499,0,0-10%,Budget (<500),183,0,0,Not Rated,,,,,
Magnum Footwear Lifestyle Boots,Unknown,Footwear,Chennai,17-09-2023,2023-09,2999,1899,36.7,30-50%,Premium (1500-5000),441,16185,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Bengaluru,25-10-2023,2023-10,2199,1099,50,30-50%,Premium (1500-5000),24,1200,0,Not Rated,,,,,
Swag 670038 Analog Watch  - For Boys,Unknown,Watches,Pune,23-04-2023,2023-04,2499,899,64,50%+,Premium (1500-5000),495,31680,0,Not Rated,,,,,
Bonzer Boots,Unknown,Footwear,Pune,17-11-2023,2023-11,999,499,50.1,50%+,Mid (500-1500),348,17435,0,Not Rated,,,,,
Roadster Skinny Fit Fit Men's Jeans,Skinny Fit,Clothing,Bengaluru,18-09-2023,2023-09,2499,1249,50,30-50%,Premium (1500-5000),153,7650,3,Rated,,,,,
Selfie Black Denim Boots,Unknown,Footwear,Hyderabad,04-09-2023,2023-09,1000,499,50.1,50%+,Mid (500-1500),398,19940,0,Not Rated,,,,,
Steppings Boots Boots,Unknown,Footwear,Chennai,22-06-2023,2023-06,3199,2559,20,10-30%,Premium (1500-5000),414,8280,0,Not Rated,,,,,
"Q&Q LLA2-213 Digital Watch  - For Boys, Girls",Unknown,Watches,Bengaluru,21-10-2023,2023-10,645,645,0,0-10%,Mid (500-1500),204,0,5,Rated,,,,,
Belle Gambe Winter Boots,Unknown,Footwear,Mumbai,19-10-2023,2023-10,3499,1695,51.6,50%+,Premium (1500-5000),393,20279,4.8,Rated,,,,,
"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men",Unknown,Watches,Mumbai,24-11-2023,2023-11,399,159,60.2,50%+,Budget (<500),372,22394,5,Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Bengaluru,19-06-2023,2023-06,2499,1249,50,30-50%,Premium (1500-5000),36,1800,0,Not Rated,,,,,
Kielz Boots,Unknown,Footwear,Chennai,06-05-2023,2023-05,2499,1999,20,10-30%,Premium (1500-5000),162,3240,0,Not Rated,,,,,
"Franck Bella FB74C Analog Watch  - For Boys, Men",Unknown,Watches,Hyderabad,04-10-2023,2023-10,1299,780,40,30-50%,Mid (500-1500),274,10960,0,Not Rated,,,,,
Carlton London Boots,Unknown,Footwear,Delhi,02-11-2023,2023-11,2295,2295,0,0-10%,Premium (1500-5000),455,0,5,Rated,,,,,
Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,Unknown,Watches,Hyderabad,18-08-2023,2023-08,349,249,28.7,10-30%,Budget (<500),421,12083,2.7,Rated,,,,,
Shuz Touch Boots,Unknown,Footwear,Hyderabad,14-08-2023,2023-08,4495,4495,0,0-10%,Premium (1500-5000),492,0,0,Not Rated,,,,,
La Briza Andria Boots,Unknown,Footwear,Delhi,28-07-2023,2023-07,2099,2099,0,0-10%,Premium (1500-5000),134,0,3.6,Rated,,,,,
"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys",Unknown,Watches,Delhi,19-11-2023,2023-11,2345,1179,49.7,30-50%,Premium (1500-5000),247,12276,4.4,Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Pune,10-08-2023,2023-08,1899,999,47.4,30-50%,Premium (1500-5000),353,16732,0,Not Rated,,,,,
Carlton London Boots,Unknown,Footwear,Delhi,21-12-2023,2023-12,1995,1995,0,0-10%,Premium (1500-5000),303,0,0,Not Rated,,,,,
"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",Unknown,Watches,Hyderabad,03-04-2023,2023-04,1799,1199,33.4,30-50%,Premium (1500-5000),54,1804,0,Not Rated,,,,,
Urban Country Ladies Boots,Unknown,Footwear,Pune,12-12-2023,2023-12,3299,1650,50,30-50%,Premium (1500-5000),332,16600,0,Not Rated,,,,,
Now SP-ETHNIC Analog Watch  - For Boys,Unknown,Watches,Chennai,05-11-2023,2023-11,600,600,0,0-10%,Mid (500-1500),472,0,0,Not Rated,,,,,
"Disney MSFR190-01B Analog Watch  - For Boys, Girls",Unknown,Watches,Pune,16-06-2023,2023-06,1350,1350,0,0-10%,Mid (500-1500),425,0,0,Not Rated,,,,,
Get Glamr Designer Yuvu Boots,Unknown,Footwear,Mumbai,04-11-2023,2023-11,3499,2799,20,10-30%,Premium (1500-5000),163,3260,0,Not Rated,,,,,
Kielz Boots,Unknown,Footwear,Mumbai,01-06-2023,2023-06,2499,2399,4,0-10%,Premium (1500-5000),13,52,0,Not Rated,,,,,
Belle Gambe Boots,Unknown,Footwear,Mumbai,12-08-2023,2023-08,3999,1765,55.9,50%+,Premium (1500-5000),212,11851,0,Not Rated,,,,,
Remson India Boots,Unknown,Footwear,Bengaluru,24-12-2023,2023-12,3999,1999,50,30-50%,Premium (1500-5000),25,1250,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Chennai,20-11-2023,2023-11,1599,639,60,50%+,Premium (1500-5000),332,19920,0,Not Rated,,,,,
Jacques Farel KWD2324 Analog Watch  - For Boys,Unknown,Watches,Bengaluru,11-05-2023,2023-05,2850,1567,45,30-50%,Premium (1500-5000),20,900,0,Not Rated,,,,,
Rialto Boots,Unknown,Footwear,Bengaluru,16-11-2023,2023-11,2795,1800,35.6,30-50%,Premium (1500-5000),97,3453,0,Not Rated,,,,,
Salt N Pepper 13-455 Pisa Black Boots,Unknown,Footwear,Chennai,08-12-2023,2023-12,4995,3746,25,10-30%,Premium (1500-5000),222,5550,0,Not Rated,,,,,
"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys",Unknown,Watches,Chennai,25-09-2023,2023-09,999,299,70.1,50%+,Mid (500-1500),221,15492,0,Not Rated,,,,,
Klaur Melbourne Boots,Unknown,Footwear,Pune,01-09-2023,2023-09,3499,1574,55,50%+,Premium (1500-5000),150,8250,0,Not Rated,,,,,
"Positif Pfbk612 Analog Watch  - For Men, Boys",Unknown,Watches,Hyderabad,06-12-2023,2023-12,1100,800,27.3,10-30%,Mid (500-1500),453,12367,0,Not Rated,,,,,
Selfie Boots,Unknown,Footwear,Mumbai,12-08-2023,2023-08,1200,599,50.1,50%+,Mid (500-1500),290,14529,0,Not Rated,,,,,
"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys",Unknown,Watches,Hyderabad,08-04-2023,2023-04,8995,8545,5,0-10%,Luxury (5000+),47,235,0,Not Rated,,,,,
Salt N Pepper 13-019 Femme Taupe Boots Boots,Unknown,Footwear,Chennai,02-12-2023,2023-12,4195,2050,51.1,50%+,Premium (1500-5000),248,12673,0,Not Rated,,,,,
"Franck Bella FB127A Analog Watch  - For Boys, Men",Unknown,Watches,Hyderabad,01-10-2023,2023-10,1250,999,20.1,10-30%,Mid (500-1500),363,7296,0,Not Rated,,,,,
Get Glamr Stylish Boots,Unknown,Footwear,Hyderabad,12-10-2023,2023-10,1999,499,75,50%+,Premium (1500-5000),319,23925,0,Not Rated,,,,,
"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",Unknown,Watches,Bengaluru,10-11-2023,2023-11,1350,555,58.9,50%+,Mid (500-1500),202,11898,5,Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Bengaluru,17-07-2023,2023-07,1799,719,60,50%+,Premium (1500-5000),371,22260,4,Rated,,,,,
Steppings Boots Boots,Unknown,Footwear,Delhi,16-06-2023,2023-06,3199,2559,20,10-30%,Premium (1500-5000),179,3580,0,Not Rated,,,,,
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",Unknown,Watches,Pune,12-07-2023,2023-07,1499,999,33.4,30-50%,Mid (500-1500),416,13894,0,Not Rated,,,,,
Do Bhai Boots,Unknown,Footwear,Delhi,27-08-2023,2023-08,799,699,12.5,10-30%,Mid (500-1500),271,3388,0,Not Rated,,,,,
"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",Unknown,Watches,Pune,18-10-2023,2023-10,1095,595,45.7,30-50%,Mid (500-1500),71,3245,0,Not Rated,,,,,
Steppings Boots Boots,Unknown,Footwear,Chennai,11-07-2023,2023-07,3199,2559,20,10-30%,Premium (1500-5000),295,5900,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Hyderabad,27-11-2023,2023-11,3499,2099,40,30-50%,Premium (1500-5000),119,4760,0,Not Rated,,,,,
Sam Stefy Boots,Unknown,Footwear,Pune,15-12-2023,2023-12,1050,449,57.2,50%+,Mid (500-1500),122,6978,0,Not Rated,,,,,
TEN TEN Women's Tan Mid Length Boots Boots,Unknown,Footwear,Delhi,04-08-2023,2023-08,4495,1895,57.8,50%+,Premium (1500-5000),55,3179,0,Not Rated,,,,,
Remson India Boots,Unknown,Footwear,Mumbai,26-05-2023,2023-05,3999,1999,50,30-50%,Premium (1500-5000),73,3650,0,Not Rated,,,,,
Get Glamr Dazzle Boots,Unknown,Footwear,Chennai,18-12-2023,2023-12,3499,499,85.7,50%+,Premium (1500-5000),220,18854,0,Not Rated,,,,,
"Jack Klein Goldjack Analog Watch  - For Boys, Men",Unknown,Watches,Bengaluru,11-06-2023,2023-06,1999,262,86.9,50%+,Premium (1500-5000),474,41191,5,Rated,,,,,
Dearfoams Boots,Unknown,Footwear,Delhi,27-10-2023,2023-10,1820,1820,0,0-10%,Premium (1500-5000),213,0,5,Rated,,,,,
"fastrack 38015PL01 Analog Watch  - For Men, Boys",Unknown,Watches,Delhi,19-06-2023,2023-06,2495,2495,0,0-10%,Premium (1500-5000),491,0,0,Not Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Pune,16-11-2023,2023-11,2799,1299,53.6,50%+,Premium (1500-5000),276,14794,0,Not Rated,,,,,
"A Avon PK_504 Analog Watch  - For Men, Boys",Unknown,Watches,Delhi,05-06-2023,2023-06,2499,1249,50,30-50%,Premium (1500-5000),14,700,0,Not Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Pune,17-06-2023,2023-06,1999,999,50,30-50%,Premium (1500-5000),177,8850,0,Not Rated,,,,,
"Franck Bella FB0122DD Analog Watch  - For Men, Boys",Unknown,Watches,Pune,18-12-2023,2023-12,1299,1039,20,10-30%,Mid (500-1500),227,4540,0,Not Rated,,,,,
Catwalk Boots,Unknown,Footwear,Hyderabad,03-04-2023,2023-04,2095,999,52.3,50%+,Premium (1500-5000),45,2354,0,Not Rated,,,,,
Rialto Boots,Unknown,Footwear,Mumbai,01-05-2023,2023-05,3295,2395,27.3,10-30%,Premium (1500-5000),280,7644,0,Not Rated,,,,,
Salt N Pepper 12-298 Taupe Boots,Unknown,Footwear,Hyderabad,26-09-2023,2023-09,4395,2150,51.1,50%+,Premium (1500-5000),81,4139,0,Not Rated,,,,,
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",Unknown,Watches,Bengaluru,04-09-2023,2023-09,8995,7495,16.7,10-30%,Luxury (5000+),330,5511,5,Rated,,,,,
Magnum Footwear Lifestyle Boots,Unknown,Footwear,Delhi,26-06-2023,2023-06,5999,3199,46.7,30-50%,Luxury (5000+),293,13683,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Hyderabad,12-06-2023,2023-06,3599,2519,30,10-30%,Premium (1500-5000),42,1260,0,Not Rated,,,,,
"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",Unknown,Watches,Mumbai,21-04-2023,2023-04,2499,599,76,50%+,Premium (1500-5000),399,30324,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Chennai,10-08-2023,2023-08,2199,1099,50,30-50%,Premium (1500-5000),96,4800,0,Not Rated,,,,,
"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",Unknown,Watches,Bengaluru,12-12-2023,2023-12,1990,699,64.9,50%+,Premium (1500-5000),41,2661,0,Not Rated,,,,,
TSG Kelz Boots,Unknown,Footwear,Mumbai,11-10-2023,2023-10,2650,2650,0,0-10%,Premium (1500-5000),428,0,0,Not Rated,,,,,
"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",Unknown,Watches,Chennai,04-08-2023,2023-08,2999,995,66.8,50%+,Premium (1500-5000),438,29258,5,Rated,,,,,
J.D.H. 111-222 Boots,Unknown,Footwear,Chennai,04-06-2023,2023-06,1500,599,60.1,50%+,Premium (1500-5000),276,16588,0,Not Rated,,,,,
"Disney 98189 Analog Watch  - For Boys, Girls",Unknown,Watches,Chennai,04-07-2023,2023-07,1800,900,50,30-50%,Premium (1500-5000),277,13850,0,Not Rated,,,,,
Get Glamr Designer Snowra Boots,Unknown,Footwear,Chennai,15-04-2023,2023-04,2799,2239,20,10-30%,Premium (1500-5000),266,5320,0,Not Rated,,,,,
"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",Unknown,Watches,Bengaluru,27-07-2023,2023-07,1999,849,57.5,50%+,Premium (1500-5000),403,23173,0,Not Rated,,,,,
Pinza Black Christmas Boots,Unknown,Footwear,Hyderabad,02-06-2023,2023-06,3350,1900,43.3,30-50%,Premium (1500-5000),104,4503,0,Not Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Mumbai,04-04-2023,2023-04,2799,1299,53.6,50%+,Premium (1500-5000),49,2626,0,Not Rated,,,,,
Salt N Pepper 13-552 Rebacca Almond Boots,Unknown,Footwear,Bengaluru,24-07-2023,2023-07,3495,2621,25,10-30%,Premium (1500-5000),337,8425,0,Not Rated,,,,,
"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",Unknown,Watches,Bengaluru,26-05-2023,2023-05,1299,299,77,50%+,Mid (500-1500),242,18634,0,Not Rated,,,,,
Disney DW100405 Digital Watch  - For Boys,Unknown,Watches,Pune,14-05-2023,2023-05,1495,1345,10,0-10%,Mid (500-1500),130,1300,0,Not Rated,,,,,
Selfie Boots,Unknown,Footwear,Delhi,06-12-2023,2023-12,1200,599,50.1,50%+,Mid (500-1500),151,7565,0,Not Rated,,,,,
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",Unknown,Watches,Chennai,04-06-2023,2023-06,1095,595,45.7,30-50%,Mid (500-1500),405,18509,0,Not Rated,,,,,
Belle Gambe Boots,Unknown,Footwear,Chennai,15-08-2023,2023-08,3499,1795,48.7,30-50%,Premium (1500-5000),380,18506,3,Rated,,,,,
"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",Unknown,Watches,Chennai,17-09-2023,2023-09,795,795,0,0-10%,Mid (500-1500),263,0,0,Not Rated,,,,,
"Elantra S 10 Analog Watch  - For Boys, Men",Unknown,Watches,Delhi,14-11-2023,2023-11,2150,950,55.8,50%+,Premium (1500-5000),298,16628,4.5,Rated,,,,,
Willy Winkies Black Boots,Unknown,Footwear,Chennai,06-04-2023,2023-04,1499,999,33.4,30-50%,Mid (500-1500),146,4876,0,Not Rated,,,,,
"Marvel DW100243 Digital Watch  - For Boys, Girls",Unknown,Watches,Delhi,22-05-2023,2023-05,299,299,0,0-10%,Budget (<500),135,0,4,Rated,,,,,
DJH Boots,Unknown,Footwear,Delhi,06-06-2023,2023-06,999,499,50.1,50%+,Mid (500-1500),29,1453,0,Not Rated,,,,,
"Franck Bella FB123D Analog Watch  - For Men, Boys",Unknown,Watches,Bengaluru,21-10-2023,2023-10,1645,1316,20,10-30%,Premium (1500-5000),168,3360,0,Not Rated,,,,,
Get Glamr Stylish Boots,Unknown,Footwear,Bengaluru,09-11-2023,2023-11,1999,499,75,50%+,Premium (1500-5000),28,2100,0,Not Rated,,,,,
"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",Unknown,Watches,Hyderabad,14-07-2023,2023-07,1299,899,30.8,30-50%,Mid (500-1500),17,524,0,Not Rated,,,,,
Magnum Footwear Lifestyle Boots,Unknown,Footwear,Mumbai,16-08-2023,2023-08,5999,3599,40,30-50%,Luxury (5000+),303,12120,0,Not Rated,,,,,
Pinza Blue Cowboy Boots,Unknown,Footwear,Mumbai,13-11-2023,2023-11,3250,1800,44.6,30-50%,Premium (1500-5000),471,21007,0,Not Rated,,,,,
Magnum Footwear Lifestyle Boots,Unknown,Footwear,Bengaluru,12-10-2023,2023-10,3599,2399,33.3,30-50%,Premium (1500-5000),497,16550,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Hyderabad,23-05-2023,2023-05,2199,1099,50,30-50%,Premium (1500-5000),90,4500,4,Rated,,,,,
"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",Unknown,Watches,Delhi,04-07-2023,2023-07,1299,499,61.6,50%+,Mid (500-1500),151,9302,0,Not Rated,,,,,
CatBird Boots,Unknown,Footwear,Bengaluru,06-12-2023,2023-12,1399,999,28.6,10-30%,Mid (500-1500),27,772,0,Not Rated,,,,,
Bruno Manetti 664 Boots,Unknown,Footwear,Mumbai,11-10-2023,2023-10,2999,1199,60,50%+,Premium (1500-5000),141,8460,0,Not Rated,,,,,
"Lenco Bdblue Tango Analog Watch  - For Men, Boys",Unknown,Watches,Hyderabad,26-10-2023,2023-10,1499,599,60,50%+,Mid (500-1500),141,8460,0,Not Rated,,,,,
Get Glamr Designer Kuyal Boots,Unknown,Footwear,Delhi,12-11-2023,2023-11,2799,2239,20,10-30%,Premium (1500-5000),131,2620,0,Not Rated,,,,,
"Zoop C4040PP03 Digital Watch  - For Boys, Girls",Unknown,Watches,Mumbai,22-07-2023,2023-07,750,750,0,0-10%,Mid (500-1500),162,0,4.5,Rated,,,,,
"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",Unknown,Watches,Mumbai,06-05-2023,2023-05,2399,479,80,50%+,Premium (1500-5000),410,32800,0,Not Rated,,,,,
Stylistry Maxis Sa3228-25relong1712 Boots,Unknown,Footwear,Chennai,28-11-2023,2023-11,2299,1599,30.4,30-50%,Premium (1500-5000),278,8451,0,Not Rated,,,,,
Steppings Trendy Boots,Unknown,Footwear,Bengaluru,24-05-2023,2023-05,1799,719,60,50%+,Premium (1500-5000),210,12600,0,Not Rated,,,,,
Salt N Pepper 14-475 Dorthea Almond Boots Boots,Unknown,Footwear,Delhi,15-08-2023,2023-08,4695,3521,25,10-30%,Premium (1500-5000),182,4550,0,Not Rated,,,,,
"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",Unknown,Watches,Hyderabad,21-04-2023,2023-04,6995,6645,5,0-10%,Luxury (5000+),23,115,0,Not Rated,,,,,
Rialto Boots,Unknown,Footwear,Pune,20-07-2023,2023-07,2495,1799,27.9,10-30%,Premium (1500-5000),185,5162,0,Not Rated,,,,,
"SwissFire 205SM005 Analog Watch  - For Boys, Men",Unknown,Watches,Bengaluru,24-08-2023,2023-08,2195,1207,45,30-50%,Premium (1500-5000),118,5310,0,Not Rated,,,,,
Get Glamr Designer Uggy Boots,Unknown,Footwear,Bengaluru,25-08-2023,2023-08,3499,2799,20,10-30%,Premium (1500-5000),361,7220,0,Not Rated,,,,,
"A Avon PK_741 Analog Watch  - For Men, Boys",Unknown,Watches,Delhi,23-12-2023,2023-12,1299,639,50.8,50%+,Mid (500-1500),461,23419,0,Not Rated,,,,,
Carl 3346-1-Cheetablue Boots,Unknown,Footwear,Hyderabad,24-05-2023,2023-05,2299,1149,50,30-50%,Premium (1500-5000),113,5650,5,Rated,,,,,
Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,Unknown,Watches,Bengaluru,25-08-2023,2023-08,1235,1235,0,0-10%,Mid (500-1500),280,0,0,Not Rated,,,,,
Kielz Ladies Boots,Unknown,Footwear,Pune,04-04-2023,2023-04,2799,1299,53.6,50%+,Premium (1500-5000),496,26586,0,Not Rated,,,,,
Swag 670014 Analog Watch  - For Boys,Unknown,Watches,Pune,10-10-2023,2023-10,1499,599,60,50%+,Mid (500-1500),386,23160,0,Not Rated,,,,,
"Zoop C3030PP05 Analog Watch  - For Boys, Girls",Unknown,Watches,Hyderabad,06-05-2023,2023-05,650,650,0,0-10%,Mid (500-1500),487,0,4.8,Rated,,,,,
20Dresses Brown Shiver Me Timbers Boots,Unknown,Footwear,Bengaluru,01-08-2023,2023-08,2795,2795,0,0-10%,Premium (1500-5000),428,0,0,Not Rated,,,,,
"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",ezyPRNT,Sports & Fitness,Bengaluru,03-12-2023,2023-12,1195,595,50.2,50%+,Mid (500-1500),358,17972,0,Not Rated,,,,,
"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",ezyPRNT,Sports & Fitness,Pune,13-12-2023,2023-12,1195,595,50.2,50%+,Mid (500-1500),165,8283,0,Not Rated,,,,,
"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",ezyPRNT,Sports & Fitness,Mumbai,15-09-2023,2023-09,1195,595,50.2,50%+,Mid (500-1500),116,5823,0,Not Rated,,,,,
"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",ezyPRNT,Sports & Fitness,Delhi,07-09-2023,2023-09,1195,595,50.2,50%+,Mid (500-1500),282,14156,0,Not Rated,,,,,
Traditions Printed Protective Men's Gloves,Traditions,Clothing,Delhi,17-11-2023,2023-11,500,399,20.2,10-30%,Mid (500-1500),297,5999,0,Not Rated,,,,,
First Choice Cotton Embroidered Diwan Set,First Choice,Home Furnishing,Chennai,03-04-2023,2023-04,2199,979,55.5,50%+,Premium (1500-5000),446,24753,0,Not Rated,,,,,
Eccellente Solid Hip Hop Cap,Eccellente,Clothing,Pune,23-04-2023,2023-04,899,336,62.6,50%+,Mid (500-1500),272,17027,0,Not Rated,,,,,
Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,Nechams,Pens & Stationery,Chennai,09-04-2023,2023-04,1799,799,55.6,50%+,Premium (1500-5000),203,11287,0,Not Rated,,,,,
Traditions Printed Protective Men's Gloves,Traditions,Clothing,Mumbai,17-11-2023,2023-11,500,399,20.2,10-30%,Mid (500-1500),141,2848,0,Not Rated,,,,,
First Choice Cotton Embroidered Diwan Set,First Choice,Home Furnishing,Pune,28-08-2023,2023-08,2199,979,55.5,50%+,Premium (1500-5000),123,6827,0,Not Rated,,,,,
First Choice Cotton Embroidered Diwan Set,First Choice,Home Furnishing,Hyderabad,24-06-2023,2023-06,2199,979,55.5,50%+,Premium (1500-5000),224,12432,0,Not Rated,,,,,
